((г. )|(г ))?105 Лесоучасток
((г. )|(г ))?10-го Участка
((г. )|(г ))?10-й год Октября
((г. )|(г ))?10-й Октябр((ь)|(я))
((г. )|(г ))?10-й разъезд
((г. )|(г ))?10 лет Октября
((г. )|(г ))?12 лет октября
((г. )|(г ))?12 лет Октября
((г. )|(г ))?14 км дороги Кемь-Калевала
((г. )|(г ))?14 км Сарапульского шоссе
((г. )|(г ))?17 лет Октября
((г. )|(г ))?18-го Участка
((г. )|(г ))?18 Партсъезд
((г. )|(г ))?1-ая Мельница
((г. )|(г ))?1-го М((ая)|(ой))
((г. )|(г ))?1-го участка института имени Докучаева
((г. )|(г ))?1-е Алкино
((г. )|(г ))?1-е Анпилогово
((г. )|(г ))?1-е Апухтино
((г. )|(г ))?1-е Банино
((г. )|(г ))?1-е Безлесное
((г. )|(г ))?1-е Боево
((г. )|(г ))?1-е Бутырки
((г. )|(г ))?1-е Вереитиново
((г. )|(г ))?1-е Винниково
((г. )|(г ))?1-е Выгорное
((г. )|(г ))?1-е Гнездилово
((г. )|(г ))?1-е Есенки
((г. )|(г ))?1-е Засеймье
((г. )|(г ))?1-е Идельбаево
((г. )|(г ))?1-е Иткулово
((г. )|(г ))?1-е Комиссаровское
((г. )|(г ))?1-е Конево
((г. )|(г ))?1-е Красниково
((г. )|(г ))?1-е Криушанские Выселки
((г. )|(г ))?1-е Курасово
((г. )|(г ))?1-е Мальцево
((г. )|(г ))?1-е М((ая)|(ой))
((г. )|(г ))?1-е Мелехино
((г. )|(г ))?1-е Михайлоанненские Выселки
((г. )|(г ))?1-е Мурзино
((г. )|(г ))?1-е Никольское
((г. )|(г ))?1-е Новоспасское
((г. )|(г ))?1-е Отделение Государственной Селекционной Станции
((г. )|(г ))?1-е отд свх Красное
((г. )|(г ))?1-е Панино
((г. )|(г ))?1-е Писклово
((г. )|(г ))?1-е Плесы
((г. )|(г ))?1-е Подгородище
((г. )|(г ))?1-е Поныри
((г. )|(г ))?1-е Протасово
((г. )|(г ))?1-е Рождественское
((г. )|(г ))?1-е Скородное
((г. )|(г ))?1-е Тарлаково
((г. )|(г ))?1-е Тукатово
((г. )|(г ))?1-е Тупчаново
((г. )|(г ))?1-е Туркменево
((г. )|(г ))?1-е Уколово
((г. )|(г ))?1-е Цветово
((г. )|(г ))?1-е Шемякино
((г. )|(г ))?1-е Яньково
((г. )|(г ))?1-й Арманский перевал
((г. )|(г ))?1-й Берёзовый участок
((г. )|(г ))?1-й Бобровский
((г. )|(г ))?1-й Дьяконовский
((г. )|(г ))?1-й Зелёный Сад
((г. )|(г ))?1-й Зиримзибаш
((г. )|(г ))?1-й Зябкин
((г. )|(г ))?1-й Ильменский
((г. )|(г ))?1-й Княженский
((г. )|(г ))?1-й Княжий
((г. )|(г ))?1-й Красный Лиман
((г. )|(г ))?1-й Липовец
((г. )|(г ))?1-й Орочен
((г. )|(г ))?1-й Патепник
((г. )|(г ))?1-й Плотников
((г. )|(г ))?1-й Попов
((г. )|(г ))?1-й Рабочий посёлок
((г. )|(г ))?1-й разъезд
((г. )|(г ))?1-й Россошинский
((г. )|(г ))?1-й Савальский
((г. )|(г ))?1-й Саранчет
((г. )|(г ))?1-й Сухов
((г. )|(г ))?1-й Суховский
((г. )|(г ))?1-й участок
((г. )|(г ))?1-й Янаул
((г. )|(г ))?1-й Ярской
((г. )|(г ))?1 М((ая)|(ой))
((г. )|(г ))?1 отделение
((г. )|(г ))?1-ый микрорайон
((г. )|(г ))?1-я Алексеевка
((г. )|(г ))?1-я Андреевка
((г. )|(г ))?1-я Вишняковка
((г. )|(г ))?1-я Воробьевка
((г. )|(г ))?1-я Гостомля
((г. )|(г ))?1-я Гусиновка
((г. )|(г ))?1-я Долина
((г. )|(г ))?1-я Екатериновка
((г. )|(г ))?1-я Знаменка
((г. )|(г ))?1-я Казанка
((г. )|(г ))?1-я Каменка
((г. )|(г ))?1-я Китаевка
((г. )|(г ))?1-я Косторн((ая)|(ой))
((г. )|(г ))?1-я Малая Долженкова
((г. )|(г ))?1-я Моква
((г. )|(г ))?1-я Мужица
((г. )|(г ))?1-я Переверзевка
((г. )|(г ))?1-я Семеновка
((г. )|(г ))?1-я Сухая Неполка
((г. )|(г ))?1-я Турка
((г. )|(г ))?1-я Фарская гребля
((г. )|(г ))?1-я Фоминовка
((г. )|(г ))?1-я Чаплыгина
((г. )|(г ))?20 Лет Октября
((г. )|(г ))?25 лет Военконезавода
((г. )|(г ))?2-е Анпилогово
((г. )|(г ))?2-е Апухтино
((г. )|(г ))?2-е Банино
((г. )|(г ))?2-е Безлесное
((г. )|(г ))?2-е Боево
((г. )|(г ))?2-е Букреево
((г. )|(г ))?2-е Бутырки
((г. )|(г ))?2-е Вереитиново
((г. )|(г ))?2-е Винниково
((г. )|(г ))?2-е Выгорное
((г. )|(г ))?2-е Гнездилово
((г. )|(г ))?2-е Есенки
((г. )|(г ))?2-е Засеймье
((г. )|(г ))?2-е Идельбаево
((г. )|(г ))?2-е Иткулово
((г. )|(г ))?2-е Конево
((г. )|(г ))?2-е Красниково
((г. )|(г ))?2-е Курасово
((г. )|(г ))?2-е Максимово
((г. )|(г ))?2-е Мальцево
((г. )|(г ))?2-е Мелехино
((г. )|(г ))?2-е Михайлоанненские Выселки
((г. )|(г ))?2-е Миякибашево
((г. )|(г ))?2-е Моховое
((г. )|(г ))?2-е Никольское
((г. )|(г ))?2-е Новоспасское
((г. )|(г ))?2-е отд. свх. Захаровский
((г. )|(г ))?2-е Панино
((г. )|(г ))?2-е Петропавловские Выселки
((г. )|(г ))?2-е Писклово
((г. )|(г ))?2-е Плесы
((г. )|(г ))?2-е Плоское
((г. )|(г ))?2-е Подгородище
((г. )|(г ))?2-е Поныри
((г. )|(г ))?2-е Протасово
((г. )|(г ))?2-е Пыжино
((г. )|(г ))?2-е Рождественское
((г. )|(г ))?2-е Скородное
((г. )|(г ))?2-е Тукатово
((г. )|(г ))?2-е Туркменево
((г. )|(г ))?2-е Уколово
((г. )|(г ))?2-е Шемякино
((г. )|(г ))?2-е Яньково
((г. )|(г ))?2-й Берёзовый участок
((г. )|(г ))?2-й Бобровский
((г. )|(г ))?2-й Голубинский
((г. )|(г ))?2-й Дьяконовский
((г. )|(г ))?2-й Зелёный Сад
((г. )|(г ))?2-й Зиримзибаш
((г. )|(г ))?2-й Зябкин
((г. )|(г ))?2-й Ильменский
((г. )|(г ))?2-й Княженский
((г. )|(г ))?2-й Княжий
((г. )|(г ))?2-й кордон Ачипсе
((г. )|(г ))?2-й Красный Лиман
((г. )|(г ))?2-й Липовец
((г. )|(г ))?2-й Орочен
((г. )|(г ))?2-й Патепник
((г. )|(г ))?2-й Плотников
((г. )|(г ))?2-й Попов
((г. )|(г ))?2-й Рабочий посёлок
((г. )|(г ))?2-й разъезд
((г. )|(г ))?2-й Россошинский
((г. )|(г ))?2-й Савальский
((г. )|(г ))?2-й Саранчет
((г. )|(г ))?2-й Старшенский
((г. )|(г ))?2-й Сухов
((г. )|(г ))?2-й Суховский
((г. )|(г ))?2-й участок
((г. )|(г ))?2-й Ярской
((г. )|(г ))?2 Каменецк((ая)|(ой))
((г. )|(г ))?2 отд. Зарайский
((г. )|(г ))?2 свх. Тимашевский
((г. )|(г ))?2-я Александровка
((г. )|(г ))?2-я Алексеевка
((г. )|(г ))?2-я Андреевка
((г. )|(г ))?2-я Васильевка
((г. )|(г ))?2-я Вишняковка
((г. )|(г ))?2-я Воробьевка
((г. )|(г ))?2-я Гостомля
((г. )|(г ))?2-я Гусиновка
